Setor,Trimestre,Produtividade_Hora_Habitual,Estoque_TI_Setor,Densidade_TI,Capital_Humano_FGV,Selic
Serviço de Informação,2015q1,20.351685379667146,424053.60906888,0.31015835723475976,106.01679229736328,12.183333333333332
Serviço de Informação,2015q2,19.69595431932356,420675.92912606994,0.3017324544102148,107.37136840820312,13.136666666666665
Serviço de Informação,2015q3,18.755546656726196,448355.21717736014,0.31236644457858087,107.95160675048828,13.996666666666668
Serviço de Informação,2015q4,21.753145865147015,433608.68789685005,0.32896482166800606,106.95196533203125,14.15
Serviço de Informação,2016q1,20.664639490167463,430369.67128778,0.32875642827505286,109.09098815917969,14.15
Serviço de Informação,2016q2,20.592276517944725,434413.05138517,0.33249827748761307,109.75340270996094,14.15
Serviço de Informação,2016q3,20.46784393474229,440944.17251687,0.33049224043487624,110.8108901977539,14.15
Serviço de Informação,2016q4,20.559978173581577,456230.35359508,0.33374477214524306,111.60974884033203,13.866666666666667
Serviço de Informação,2017q1,20.44760341614727,451768.3927084698,0.34139191710901745,111.98241424560547,12.713333333333333
Serviço de Informação,2017q2,20.50948339730061,455586.1016335601,0.3462477776701003,112.41259002685547,10.963333333333333
Serviço de Informação,2017q3,19.156861410534095,483922.4495930299,0.33943673578216627,113.01736450195312,9.17
Serviço de Informação,2017q4,21.66676601663784,475470.35396454023,0.350784107373969,112.57491302490234,7.47
Serviço de Informação,2018q1,20.457002403466102,475565.59622343007,0.35913399318990963,113.65958404541016,6.733333333333333
Serviço de Informação,2018q2,20.927592266174575,452404.22236534016,0.3399855656239649,114.9787368774414,6.400000000000001
Serviço de Informação,2018q3,19.80445667592272,490505.28473098006,0.3472512699363364,115.1507797241211,6.400000000000001
Serviço de Informação,2018q4,21.22228573192658,493892.1860784901,0.3525053929456944,115.61083984375,6.400000000000001
Serviço de Informação,2019q1,19.439232329363907,502431.9743563298,0.3481934384583704,116.07392120361328,6.400000000000001
Serviço de Informação,2019q2,20.138519719810947,518804.2603198598,0.36545018643169863,116.75357818603516,6.400000000000001
Serviço de Informação,2019q3,20.17011641835823,525150.9161982099,0.36560204763237536,116.94534301757812,6.003333333333334
Serviço de Informação,2019q4,21.22693797614415,531773.77634989,0.35614270684466526,117.18951416015625,4.956666666666667
Serviço de Informação,2020q1,18.539745377979884,565930.4754018801,0.3646462964669724,117.7695541381836,4.180000000000001
Serviço de Informação,2020q2,19.567715011723298,596735.5745456599,0.4024387216595814,123.0787124633789,3.08
Serviço de Informação,2020q3,19.41155260222973,661201.8450895901,0.43570610312640956,124.04821014404297,1.9966666666666668
Serviço de Informação,2020q4,21.630739896407544,674640.72177242,0.43911413594745313,124.14573669433594,1.8999999999999997
Serviço de Informação,2021q1,19.76251727198388,744119.5463097201,0.47475107709017084,124.17011260986328,2.01
Serviço de Informação,2021q2,19.501592600226715,770776.2579795795,0.4518916434166865,123.7278060913086,3.233333333333333
Serviço de Informação,2021q3,20.68140271674186,703118.8789396597,0.42111398679112444,120.86347198486328,4.863333333333333
Serviço de Informação,2021q4,20.435047889536513,773550.3858951703,0.4215472537107317,120.00018310546875,7.57
Serviço de Informação,2022q1,18.729511940381887,719333.7119605499,0.4058843238739618,119.99581909179688,10.263333333333334
Serviço de Informação,2022q2,17.96438962857089,773901.9310267203,0.4008933955280764,120.35163879394531,12.35
Serviço de Informação,2022q3,20.27030326824065,749052.51870852,0.4167718065363107,120.68605041503906,13.46
Serviço de Informação,2022q4,21.63108200593537,767247.83655891,0.41724309469931253,120.80690002441406,13.65
Serviço de Informação,2023q1,19.772707205032052,769203.4563530999,0.42999426351918046,121.36286926269531,13.65
Serviço de Informação,2023q2,19.683966737463237,796786.0302713504,0.4297067265917564,122.77163696289062,13.65
Serviço de Informação,2023q3,19.225779977748065,860179.80563872,0.441834154697879,123.06672668457031,13.270000000000001
Serviço de Informação,2023q4,19.85349576025124,955934.10273117,0.47152716257766214,123.19367980957031,12.229999999999999
Serviço de Informação,2024q1,18.931647280481258,862831.5568386703,0.44373213539099043,123.5212173461914,11.266666666666666
Serviço de Informação,2024q2,18.735432906043336,890342.7741316396,0.4389043313064198,124.31383514404297,10.503333333333334
Serviço de Informação,2024q3,19.90195161140835,859024.7718038898,0.4258316314125774,124.24364471435547,10.433333333333334
Serviço de Informação,2024q4,21.234049376624128,851952.8489170901,0.4257148591309295,125.28343200683594,11.153333333333334
